/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/Bottle_Cap_1704.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/_mm_pen_2951.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/bandaid_wrapper_3055.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/biodegradable_bag_837.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/black_plastic_bag_1266.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/black_plastic_ink_pen_1267.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/blue_bottle_cap_3281.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/blue_erasable_pen_2952.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/blue_perfume_glass_bottle_1268.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/body_lotion_tube_2082.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/bottle_lid_2083.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/bottle_lid_2515.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/bread_bag_2808.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/bread_plastic_bag_2809.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/bread_tag_3435.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/broken_cup_2085.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/broken_dog_squeaker_2953.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/broken_golf_shaft_3282.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/broken_hair_tie_419.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/broken_plate_1710.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/broken_sharp_blade_1063.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/brooken_lighter_2810.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/butter_3361.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/butter_package_dirty_2516.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/candy_bar_wrapper_2385.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/candy_wrapper_1142.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/candy_wrapper_3104.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/cereal_outer_wrap_3399.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/chapstick_2956.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/chapstick_2957.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/chapstick_3284.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/chapstick_3400.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/cheese_packaging_dirty_2520.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/cheese_wrapper_1111.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/cheese_wrapper_292.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/chewing_gum_box_2665.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/chocolate_almond_plastic_bag_219.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/chocolate_packet_2813.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/chocolate_wrapping_424.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/chutney_container_1426.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/cigarette_butt_3439.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/cleaning_wipe_2815.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/coffee_bag_112.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/coffee_cup_cap_3440.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/coffee_cup_lid_2090.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/coffee_grounds_keurig_pod_507.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/coffee_k_cup_with_grounds_426.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/coffee_pod_1560.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/coffee_pod_2525.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/cologne_1561.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/coloured_markers_1593.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/contacts_package_113.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/cookie_plastic_wrapper_2818.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/cotton_swabs_1716.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/crumbled_chocolate_wrapper_3286.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/crumpled_duct_tape_3288.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/crumpled_tissue_on_grey_surface_2820.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dental_floss_2386.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dental_floss_2387.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/deodarant_stick_1893.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/deodarant_stick_1894.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/deoderant_3289.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/deoderant_stick_2091.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/deodorant_1039.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/deodorant_stick_1895.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/deodorant_stick_3441.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/deodorant_stick_599.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_Candy_bar_wrapper_2092.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_aluminum_foil_2245.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_boxer_2144.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_chicken_package_116.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_coveralls_2388.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_drink_lid_1718.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_filter_1040.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_foam_steak_container_117.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_furnace_filter_1719.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_latex_glove_430.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_nuttella_tin_wrapper_2246.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_plastic_lid_2247.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_sauce_cup_295.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_tissue_paper_1898.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_toothbrush_2530.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dirty_used_qtip_1182.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/disinfectant_wipe_package_3442.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/disposable_vape_pen_2095.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dog_treats_2252.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dried_cranberry_bag_1899.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dried_cranberry_bag_1900.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dried_gluestick_1564.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dryer_lint_2894.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dryer_sheet_3112.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dryer_sheets_2147.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/dyer_lint_3113.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/ear_plug_1901.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_baby_pouch_761.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_blister_pack_433.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_chicken_pack_722.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_chip_bag_3115.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_chips_bag_1903.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_coffee_pod_3116.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_cookie_packaging_3295.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_deodrant_stick_1724.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_dried_mango_bag_1904.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_food_packet_2966.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_food_wrapper_767.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_lighter_2150.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_lip_balm_stick_2096.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_lotion_pump_1278.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_lotion_tube_2827.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_marker_2151.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_medicine_blister_pack_2828.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_pack_of_gum_3298.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_pancake_mix_bag_3299.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_pen_434.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_perfume_302.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_perfume_bottle_769.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_permanent_marker_770.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_pill_sheet_2098.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_plastic_gum_tray_435.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_popcorn_bag_2830.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_popcorn_bag_3118.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_roll_on_772.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_styrofoam_meat_tray_2673.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_tablet_packing_2532.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_tissue_box_3258.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_tissue_packet_2831.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_toothpaste_tube_1726.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_toothpaste_tube_2675.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_toothpaste_tube_on_carpet_2832.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/empty_toothpaste_tubes_1848.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/emtpy_chip_bag_309.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/expired_fridge_filter_plastic_cloth_1281.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/expired_jam_311.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/expired_meat_183.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/expired_meat_694.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/expired_perfume_bottle_1908.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/eye_contact_packaging_3444.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/floss_2392.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/floss_bottle_3406.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/floss_container_2060.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/foam_chicken_package_923.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/foam_egg_box_2677.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/foam_packaging_2100.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/foam_packaging_2534.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/foam_packaging_from_electronics_2101.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/foam_pork_package_924.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/foam_sausage_package_1978.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/foam_steak_package_925.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/foiled_paper_chocholate_bag_1912.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/glue_1913.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/glue_container_1434.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/greasy_aluminum_foil_2102.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/greasy_microwave_popcorn_bag_2903.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/greasy_plastic_paper_bacon_package_1979.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/green_whiteboard_marker_2970.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/gum_wrapper_2103.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/half_empty_chewing_gum_pack_1282.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/hand_cream_tube_1728.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/hilighter_1568.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/hoghlighter_2536.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/icre_cream_plastic_wrapper_1915.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/instant_noodle_package_2397.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/jerky_wrapper_441.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/joints_weed_2538.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/kerig_coffee_pod_1916.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/keurig_cup_1506.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/key_605.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/keys_1569.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/keys_1570.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/kitchen_sponge_1729.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/led_bulb_2863.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/led_light_bulb_on_wood_2864.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/lighter_313.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/lighter_gas_2574.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/lip_balm_2399.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/marker_1731.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/meat_carton_1437.png | Pred: 2 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/meat_packaging_tray_foam_2256.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/mechanical_pencil_609.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/metal_pull_tab_lid_900.png | Pred: 3 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/microwave_popcorn_package_937.png | Pred: 1 | True: 0
/work/TALC/ensf617_2026w/garbage_data/CVPR_2024_dataset_Test/Black/moisturizer_container_1732.png | Pred: 1 | True: 0
